Id,EventDate,Email,FirstName,LastName,Gate,Company,Task,StartTime,EndTime,ToBeProcessed,ProcessedDateTime,ProcessTask,ExcelUpload,DinerVoucher,ParkingTicket,created_by,created_at,modified_by,modified_at,PassNumber,ClothingSize,evenement_id,Location,ticketNumber,ticketCode,ticketId,TixngoStatus,TixngoErrorMessage,XScontrolStatus,XScontrolErrorMessage,ToBeProcessedXSControl,vak,rij,stoel
86,2025-03-16,noor.bakker@email.nl,Noor,Bakker,D,8,Catering,18:00,22:00,1,,Assign,5,0,1,6,2025-03-16 09:57:00,4,2025-03-16 10:15:00,P97528,XS,1,Westtribune,TKT-AJX001-1085,BC366338529,0857A053,Opened,,Pending,,1,100,23,8
87,2025-03-16,julia.bakker@email.nl,Julia,Bakker,C,8,Beveiliging,18:00,22:00,1,,Assign,4,1,0,4,2025-03-16 09:54:00,10,2025-03-16 13:43:00,P20730,XL,1,Westtribune,TKT-AJX001-1086,BC759949050,3BEA9D5F,Opened,Timeout bij verzenden,Pending,,0,114,19,35
88,2025-03-16,lars.visser@email.nl,Lars,Visser,K,4,Coördinator,18:00,22:00,1,2025-03-16 17:11:00,Archive,1,1,0,9,2025-03-16 08:46:00,8,2025-03-16 12:24:00,P17567,XL,1,Westtribune,TKT-AJX001-1087,BC452313624,024DE7FA,Opened,,Error,,0,133,24,14
89,2025-03-16,daan.de_jong@email.nl,Daan,De Jong,I,1,Steward,18:00,22:00,1,2025-03-16 17:04:00,Assign,4,0,0,7,2025-03-16 08:35:00,7,2025-03-16 11:54:00,P59479,L,1,Noordtribune,TKT-AJX001-1088,BC554941605,2412B907,Delivered,,Error,,1,122,17,9
90,2025-03-16,anouk.dekker@email.nl,Anouk,Dekker,H,9,Medisch,18:00,22:00,1,2025-03-16 18:45:00,Validate,2,1,1,3,2025-03-16 08:10:00,4,2025-03-16 13:59:00,P24790,XS,1,Persbox,TKT-AJX001-1089,BC103729417,A9EF882C,Error,,OK,,0,101,4,39
91,2025-03-16,lotte.de_vries@email.nl,Lotte,De Vries,A,7,Medisch,18:00,22:00,0,,Validate,1,0,1,4,2025-03-16 10:28:00,10,2025-03-16 11:21:00,P85690,XL,1,Persbox,TKT-AJX001-1090,BC741866641,61DE2D0B,Opened,,OK,,0,103,14,20
92,2025-03-16,bas.de_jong@email.nl,Bas,De Jong,C,7,Schoonmaak,18:00,22:00,1,2025-03-16 17:06:00,Assign,4,1,1,7,2025-03-16 07:38:00,5,2025-03-16 11:36:00,P34101,XL,1,Westtribune,TKT-AJX001-1091,BC697771523,FCDD48FD,Delivered,,Error,,0,137,26,30
93,2025-03-16,lotte.van_dijk@email.nl,Lotte,Van Dijk,C,7,Beveiliging,18:00,22:00,1,2025-03-16 17:26:00,Assign,1,1,1,2,2025-03-16 09:17:00,4,2025-03-16 10:13:00,P45187,L,1,Persbox,TKT-AJX001-1092,BC543109075,67BA0CBC,Sent,,OK,,0,126,16,14
94,2025-03-16,niels.peters@email.nl,Niels,Peters,L,2,Coördinator,18:00,22:00,1,2025-03-16 18:57:00,Validate,5,0,1,4,2025-03-16 09:21:00,6,2025-03-16 13:18:00,P47101,L,1,Westtribune,TKT-AJX001-1093,BC116464447,CCA81D53,Opened,,Error,,1,113,15,7
95,2025-03-16,noor.bos@email.nl,Noor,Bos,G,1,Schoonmaak,18:00,22:00,0,2025-03-16 18:34:00,Validate,1,1,1,5,2025-03-16 07:39:00,4,2025-03-16 11:24:00,P40149,L,1,VIP,TKT-AJX001-1094,BC443847870,725CE864,Delivered,,Pending,,1,113,9,32
96,2025-03-16,noor.de_vries@email.nl,Noor,De Vries,L,9,Medisch,18:00,22:00,0,,Send,5,0,0,1,2025-03-16 10:15:00,1,2025-03-16 11:45:00,P28021,XXL,1,Zuidtribune,TKT-AJX001-1095,BC280639501,1C825BF2,Sent,,OK,,1,122,12,4
97,2025-03-16,noor.mulder@email.nl,Noor,Mulder,I,7,Steward,18:00,22:00,0,,Assign,5,1,0,9,2025-03-16 10:28:00,7,2025-03-16 13:26:00,P33496,XS,1,Noordtribune,TKT-AJX001-1096,BC623829662,A1C8E25D,Delivered,,Pending,,1,101,9,26
98,2025-03-16,daan.bakker@email.nl,Daan,Bakker,L,4,Catering,18:00,22:00,0,2025-03-16 18:23:00,Send,1,1,1,7,2025-03-16 09:21:00,8,2025-03-16 10:14:00,P93459,XS,1,Persbox,TKT-AJX001-1097,BC535968611,982CD0DA,Delivered,Timeout bij verzenden,Error,,1,129,19,7
99,2025-03-16,jeroen.de_jong@email.nl,Jeroen,De Jong,L,10,Medisch,18:00,22:00,1,2025-03-16 17:05:00,Send,3,0,0,6,2025-03-16 07:04:00,4,2025-03-16 12:30:00,P28899,XXL,1,Westtribune,TKT-AJX001-1098,BC346709900,DEBA7612,Sent,,Pending,,1,113,22,35
100,2025-03-16,niels.smit@email.nl,Niels,Smit,L,2,Schoonmaak,18:00,22:00,1,2025-03-16 17:06:00,Send,4,0,0,6,2025-03-16 09:34:00,10,2025-03-16 12:32:00,P61996,M,1,Noordtribune,TKT-AJX001-1099,BC911329267,574F9E75,Opened,,Error,,1,108,18,25
101,2025-03-16,eva.visser@email.nl,Eva,Visser,B,10,Catering,18:00,22:00,0,2025-03-16 18:31:00,Send,1,1,0,7,2025-03-16 10:02:00,3,2025-03-16 13:09:00,P61068,M,1,Oosttribune,TKT-AJX001-1100,BC829816799,F13E3CF4,Sent,Timeout bij verzenden,Error,,1,137,4,9
102,2025-03-16,daan.visser@email.nl,Daan,Visser,I,7,Steward,18:00,22:00,0,2025-03-16 17:11:00,Assign,5,0,1,7,2025-03-16 07:03:00,5,2025-03-16 11:45:00,P60829,XS,1,Persbox,TKT-AJX001-1101,BC562760731,2D8FCD22,Delivered,,OK,,0,128,5,18
103,2025-03-16,julia.peters@email.nl,Julia,Peters,G,5,Medisch,18:00,22:00,1,,Archive,1,1,1,4,2025-03-16 10:04:00,8,2025-03-16 12:32:00,P90828,S,1,Westtribune,TKT-AJX001-1102,BC629487801,6EF4B00E,Sent,,OK,,1,109,27,40
104,2025-03-16,rick.bos@email.nl,Rick,Bos,K,10,Beveiliging,18:00,22:00,1,2025-03-16 17:41:00,Validate,4,1,0,7,2025-03-16 08:21:00,5,2025-03-16 13:08:00,P92955,L,1,VIP,TKT-AJX001-1103,BC453842723,D490DBD4,Delivered,,Error,,1,128,12,8
105,2025-03-16,tim.meijer@email.nl,Tim,Meijer,I,1,Coördinator,18:00,22:00,1,2025-03-16 19:00:00,Validate,4,1,0,7,2025-03-16 09:52:00,8,2025-03-16 10:35:00,P93012,M,1,Zuidtribune,TKT-AJX001-1104,BC685864775,05B1049A,Opened,,Pending,,1,111,3,29
106,2025-03-16,noor.meijer@email.nl,Noor,Meijer,L,7,Schoonmaak,18:00,22:00,0,2025-03-16 18:41:00,Assign,5,0,0,4,2025-03-16 09:48:00,6,2025-03-16 10:42:00,P94803,XL,1,Noordtribune,TKT-AJX001-1105,BC530361198,9446F9FE,Error,,Error,,1,134,4,1
107,2025-03-16,emma.peters@email.nl,Emma,Peters,I,10,Coördinator,18:00,22:00,0,2025-03-16 17:57:00,Assign,4,1,0,6,2025-03-16 07:06:00,8,2025-03-16 10:26:00,P48722,L,1,Noordtribune,TKT-AJX001-1106,BC338371847,D3988D31,Sent,,Pending,,1,132,11,30
108,2025-03-16,tim.van_dijk@email.nl,Tim,Van Dijk,H,8,Catering,18:00,22:00,0,2025-03-16 17:38:00,Send,1,0,1,2,2025-03-16 09:53:00,3,2025-03-16 13:58:00,P41970,XL,1,Zuidtribune,TKT-AJX001-1107,BC618537844,B3696791,Delivered,,Error,,0,122,26,26
109,2025-03-16,sophie.visser@email.nl,Sophie,Visser,L,10,Beveiliging,18:00,22:00,1,2025-03-16 18:15:00,Archive,4,0,0,4,2025-03-16 08:11:00,2,2025-03-16 12:27:00,P23336,XL,1,Zuidtribune,TKT-AJX001-1108,BC787708952,09F19E48,Opened,,Error,,1,127,17,21
110,2025-03-16,rick.meijer@email.nl,Rick,Meijer,F,8,Schoonmaak,18:00,22:00,0,,Assign,5,0,0,6,2025-03-16 07:30:00,4,2025-03-16 11:18:00,P25328,S,1,Oosttribune,TKT-AJX001-1109,BC521490916,F2A0B26C,Delivered,,Error,,1,137,14,12
111,2025-03-16,noor.mulder@email.nl,Noor,Mulder,H,5,Beveiliging,18:00,22:00,0,2025-03-16 17:40:00,Archive,5,0,1,1,2025-03-16 09:04:00,3,2025-03-16 10:49:00,P60324,XL,1,VIP,TKT-AJX001-1110,BC677006598,98952D4E,Error,,Error,,1,111,16,11
112,2025-03-16,daan.meijer@email.nl,Daan,Meijer,E,4,Schoonmaak,18:00,22:00,1,,Validate,4,1,0,10,2025-03-16 07:29:00,5,2025-03-16 13:18:00,P81186,M,1,VIP,TKT-AJX001-1111,BC133136428,081E98BD,Sent,,Error,,1,114,4,16
113,2025-03-16,julia.dekker@email.nl,Julia,Dekker,B,8,Steward,18:00,22:00,0,,Validate,5,1,1,3,2025-03-16 09:37:00,3,2025-03-16 13:20:00,P37082,S,1,Noordtribune,TKT-AJX001-1112,BC134607126,C9DF871B,Opened,,Pending,,1,128,23,19
114,2025-03-16,julia.meijer@email.nl,Julia,Meijer,K,2,Beveiliging,18:00,22:00,1,2025-03-16 18:57:00,Send,3,0,0,4,2025-03-16 07:37:00,6,2025-03-16 13:32:00,P42447,XXL,1,Westtribune,TKT-AJX001-1113,BC387057426,C7208060,Error,,Pending,,1,132,13,29
115,2025-03-16,daan.mulder@email.nl,Daan,Mulder,L,5,Coördinator,18:00,22:00,1,2025-03-16 17:58:00,Archive,3,0,0,8,2025-03-16 09:42:00,6,2025-03-16 13:37:00,P18300,XL,1,Westtribune,TKT-AJX001-1114,BC953193777,FA67C2D0,Delivered,,OK,,1,105,27,19
116,2025-03-16,niels.van_dijk@email.nl,Niels,Van Dijk,H,6,Coördinator,18:00,22:00,0,2025-03-16 17:05:00,Send,4,0,0,3,2025-03-16 08:52:00,8,2025-03-16 10:00:00,P66072,S,1,Persbox,TKT-AJX001-1115,BC720551525,11429DDE,Delivered,,Error,,1,108,3,24
117,2025-03-16,bas.jansen@email.nl,Bas,Jansen,K,5,Coördinator,18:00,22:00,0,,Archive,1,0,0,4,2025-03-16 09:02:00,2,2025-03-16 10:33:00,P87814,S,1,VIP,TKT-AJX001-1116,BC499264207,F849A1B6,Error,Timeout bij verzenden,Pending,,0,110,28,28
118,2025-03-16,lars.de_vries@email.nl,Lars,De Vries,L,2,Steward,18:00,22:00,1,2025-03-16 17:47:00,Assign,2,1,0,3,2025-03-16 07:17:00,9,2025-03-16 12:24:00,P11110,XL,1,Persbox,TKT-AJX001-1117,BC176051319,48D8A2AF,Delivered,,Pending,,0,114,30,27
119,2025-03-16,joost.dekker@email.nl,Joost,Dekker,C,2,Schoonmaak,18:00,22:00,1,2025-03-16 17:44:00,Archive,3,0,0,5,2025-03-16 09:45:00,2,2025-03-16 11:03:00,P82534,XL,1,VIP,TKT-AJX001-1118,BC333264702,5E9F055A,Opened,,Pending,Kaart niet herkend,1,105,7,34
120,2025-03-16,jeroen.van_den_berg@email.nl,Jeroen,Van den Berg,A,4,Medisch,18:00,22:00,1,,Send,2,1,0,9,2025-03-16 10:47:00,1,2025-03-16 11:32:00,P51480,S,1,Westtribune,TKT-AJX001-1119,BC902990996,BA20C53B,Error,,Pending,,1,125,25,5
121,2025-03-16,sander.meijer@email.nl,Sander,Meijer,A,1,Medisch,18:00,22:00,1,,Archive,4,1,0,9,2025-03-16 09:17:00,10,2025-03-16 10:39:00,P46368,XS,1,Oosttribune,TKT-AJX001-1120,BC172512549,C315F143,Sent,,OK,,0,100,18,21
122,2025-03-16,rick.meijer@email.nl,Rick,Meijer,G,4,Steward,18:00,22:00,0,2025-03-16 17:11:00,Archive,1,1,0,5,2025-03-16 09:50:00,3,2025-03-16 10:30:00,P11660,XXL,1,Zuidtribune,TKT-AJX001-1121,BC781068259,4A7FBAAA,Sent,,Error,,1,104,6,24
123,2025-03-16,lars.hendriks@email.nl,Lars,Hendriks,B,1,Catering,18:00,22:00,1,2025-03-16 17:34:00,Send,3,0,1,8,2025-03-16 09:10:00,6,2025-03-16 10:14:00,P75484,XL,1,Zuidtribune,TKT-AJX001-1122,BC938725480,68542454,Opened,,OK,,0,117,8,33
124,2025-03-16,sander.de_jong@email.nl,Sander,De Jong,F,7,Beveiliging,18:00,22:00,0,,Send,5,1,0,6,2025-03-16 08:03:00,7,2025-03-16 13:54:00,P51934,M,1,Noordtribune,TKT-AJX001-1123,BC113194223,C31C1E94,Opened,,Pending,,0,115,8,34
125,2025-03-16,lotte.smit@email.nl,Lotte,Smit,E,6,Steward,18:00,22:00,1,2025-03-16 17:01:00,Assign,2,1,1,10,2025-03-16 08:02:00,8,2025-03-16 11:34:00,P87554,L,1,Zuidtribune,TKT-AJX001-1124,BC174009197,6D9E66B6,Delivered,,Error,Kaart niet herkend,1,129,21,1
126,2025-03-16,niels.de_jong@email.nl,Niels,De Jong,L,5,Steward,18:00,22:00,0,2025-03-16 18:07:00,Validate,4,1,0,3,2025-03-16 10:02:00,5,2025-03-16 10:23:00,P15754,S,1,VIP,TKT-AJX001-1125,BC914893975,2274DD15,Error,,Error,,0,124,19,7
127,2025-03-16,jeroen.visser@email.nl,Jeroen,Visser,J,1,Medisch,18:00,22:00,0,,Validate,3,1,1,7,2025-03-16 09:59:00,6,2025-03-16 11:21:00,P69343,M,1,Zuidtribune,TKT-AJX001-1126,BC784205125,3B687599,Sent,,OK,,0,125,5,7
128,2025-03-16,sophie.de_vries@email.nl,Sophie,De Vries,I,6,Beveiliging,18:00,22:00,1,2025-03-16 17:39:00,Archive,3,0,0,3,2025-03-16 10:26:00,5,2025-03-16 13:31:00,P89076,XS,1,Zuidtribune,TKT-AJX001-1127,BC600422869,0D7A1365,Opened,,Pending,,1,120,13,33
129,2025-03-16,lotte.mulder@email.nl,Lotte,Mulder,C,1,Medisch,18:00,22:00,1,2025-03-16 18:11:00,Validate,1,1,0,3,2025-03-16 07:31:00,1,2025-03-16 10:15:00,P39135,S,1,Zuidtribune,TKT-AJX001-1128,BC420877774,FCEA4356,Error,,Pending,,0,116,19,38
130,2025-03-16,bas.dekker@email.nl,Bas,Dekker,D,8,Beveiliging,18:00,22:00,0,2025-03-16 18:55:00,Assign,1,0,1,1,2025-03-16 07:43:00,10,2025-03-16 11:50:00,P61773,L,1,Noordtribune,TKT-AJX001-1129,BC180516876,D48A70CE,Error,,OK,,0,101,9,18
131,2025-03-16,joost.visser@email.nl,Joost,Visser,D,5,Medisch,18:00,22:00,1,2025-03-16 18:52:00,Archive,1,0,1,7,2025-03-16 07:35:00,7,2025-03-16 10:51:00,P94233,XL,1,Zuidtribune,TKT-AJX001-1130,BC137204552,07F2EBDA,Sent,,Pending,,1,139,12,37
132,2025-03-16,jeroen.bakker@email.nl,Jeroen,Bakker,F,10,Beveiliging,18:00,22:00,0,,Assign,1,1,1,10,2025-03-16 07:59:00,3,2025-03-16 10:25:00,P42487,XXL,1,Zuidtribune,TKT-AJX001-1131,BC517021222,BDF08DC1,Opened,,Pending,Kaart niet herkend,0,117,19,25
133,2025-03-16,fleur.dekker@email.nl,Fleur,Dekker,F,6,Schoonmaak,18:00,22:00,0,,Assign,5,0,0,8,2025-03-16 09:18:00,5,2025-03-16 10:44:00,P74282,XS,1,Noordtribune,TKT-AJX001-1132,BC286521875,FA06EF92,Sent,,OK,Kaart niet herkend,1,111,1,22
134,2025-03-16,tim.bos@email.nl,Tim,Bos,F,1,Steward,18:00,22:00,0,2025-03-16 18:15:00,Validate,1,1,0,6,2025-03-16 10:00:00,7,2025-03-16 12:30:00,P23242,M,1,Oosttribune,TKT-AJX001-1133,BC240112087,66BBDBE3,Opened,,OK,,1,121,26,32
135,2025-03-16,niels.visser@email.nl,Niels,Visser,J,6,Beveiliging,18:00,22:00,0,2025-03-16 17:48:00,Assign,3,0,0,1,2025-03-16 09:59:00,10,2025-03-16 11:40:00,P84381,XS,1,Zuidtribune,TKT-AJX001-1134,BC859331874,E0C452F1,Opened,,Pending,,0,135,30,32
136,2025-03-16,lars.bakker@email.nl,Lars,Bakker,F,3,Coördinator,18:00,22:00,0,,Assign,4,0,1,4,2025-03-16 08:03:00,2,2025-03-16 11:29:00,P43640,XS,1,Persbox,TKT-AJX001-1135,BC900306310,C372D433,Sent,Timeout bij verzenden,Error,,0,104,29,27
137,2025-03-16,noor.smit@email.nl,Noor,Smit,H,10,Coördinator,18:00,22:00,0,2025-03-16 17:20:00,Archive,1,0,1,1,2025-03-16 08:21:00,5,2025-03-16 10:26:00,P19725,M,1,Zuidtribune,TKT-AJX001-1136,BC477131597,14FAFEE3,Error,,OK,,0,134,11,39
138,2025-03-16,noor.hendriks@email.nl,Noor,Hendriks,C,10,Medisch,18:00,22:00,0,2025-03-16 17:06:00,Send,3,0,0,7,2025-03-16 09:58:00,9,2025-03-16 13:04:00,P80795,M,1,Persbox,TKT-AJX001-1137,BC133278698,6235087E,Opened,,OK,Kaart niet herkend,1,127,5,4
139,2025-03-16,fleur.de_jong@email.nl,Fleur,De Jong,K,10,Medisch,18:00,22:00,0,,Send,1,0,0,5,2025-03-16 07:20:00,8,2025-03-16 13:36:00,P25139,M,1,Westtribune,TKT-AJX001-1138,BC559138405,3A5A9E47,Error,,Pending,,1,105,6,24
140,2025-03-16,rick.bakker@email.nl,Rick,Bakker,H,8,Catering,18:00,22:00,0,,Assign,5,0,0,2,2025-03-16 07:21:00,6,2025-03-16 13:26:00,P80968,L,1,VIP,TKT-AJX001-1139,BC300341906,03655FD1,Delivered,,Error,,1,128,18,31
141,2025-03-16,anouk.de_vries@email.nl,Anouk,De Vries,L,1,Schoonmaak,18:00,22:00,0,2025-03-16 17:15:00,Archive,2,0,0,4,2025-03-16 07:32:00,1,2025-03-16 11:48:00,P20271,XXL,1,Westtribune,TKT-AJX001-1140,BC420890008,887357DD,Delivered,,Pending,,1,105,11,5
142,2025-03-16,daan.smit@email.nl,Daan,Smit,E,9,Medisch,18:00,22:00,0,2025-03-16 18:40:00,Archive,1,1,0,3,2025-03-16 09:25:00,10,2025-03-16 12:29:00,P23133,XS,1,VIP,TKT-AJX001-1141,BC697391512,ADE7454C,Sent,,Pending,,1,125,9,25
143,2025-03-16,noor.meijer@email.nl,Noor,Meijer,E,7,Beveiliging,18:00,22:00,1,,Send,4,1,0,1,2025-03-16 10:10:00,8,2025-03-16 13:55:00,P45203,M,1,Noordtribune,TKT-AJX001-1142,BC753868135,D185606A,Opened,,Error,,1,130,28,7
144,2025-03-16,anouk.visser@email.nl,Anouk,Visser,F,5,Coördinator,18:00,22:00,1,2025-03-16 18:17:00,Send,2,1,0,7,2025-03-16 10:09:00,8,2025-03-16 13:14:00,P77698,M,1,Noordtribune,TKT-AJX001-1143,BC422638422,DB71CF3D,Delivered,Timeout bij verzenden,Pending,,0,128,25,34
145,2025-03-16,sander.visser@email.nl,Sander,Visser,D,1,Medisch,18:00,22:00,0,2025-03-16 18:57:00,Assign,2,1,1,8,2025-03-16 09:09:00,7,2025-03-16 12:42:00,P26236,XXL,1,Noordtribune,TKT-AJX001-1144,BC306978174,0C509B92,Delivered,,Pending,,1,112,19,36
146,2025-03-16,fleur.bakker@email.nl,Fleur,Bakker,L,2,Catering,18:00,22:00,0,2025-03-16 17:49:00,Send,2,0,0,4,2025-03-16 09:53:00,4,2025-03-16 11:08:00,P95404,L,1,VIP,TKT-AJX001-1145,BC275571407,8CD2EA68,Sent,,Pending,Kaart niet herkend,0,116,21,12
147,2025-03-16,sander.van_den_berg@email.nl,Sander,Van den Berg,E,5,Medisch,18:00,22:00,1,2025-03-16 18:49:00,Assign,4,1,0,8,2025-03-16 08:17:00,9,2025-03-16 13:31:00,P91737,L,1,VIP,TKT-AJX001-1146,BC371002172,2E4282EA,Sent,Timeout bij verzenden,Pending,,1,138,18,39
148,2025-03-16,julia.peters@email.nl,Julia,Peters,F,5,Coördinator,18:00,22:00,1,2025-03-16 18:50:00,Assign,3,1,0,3,2025-03-16 09:12:00,4,2025-03-16 13:50:00,P17441,XL,1,Westtribune,TKT-AJX001-1147,BC834883010,69CF8749,Opened,,Pending,Kaart niet herkend,1,106,10,17
149,2025-03-16,eva.smit@email.nl,Eva,Smit,J,4,Catering,18:00,22:00,0,2025-03-16 18:27:00,Archive,3,1,0,9,2025-03-16 07:46:00,5,2025-03-16 10:24:00,P71706,S,1,Persbox,TKT-AJX001-1148,BC516907018,6F9BDE64,Opened,,Pending,,0,102,22,22
150,2025-03-16,daan.van_den_berg@email.nl,Daan,Van den Berg,E,7,Catering,18:00,22:00,1,2025-03-16 17:33:00,Assign,4,0,1,1,2025-03-16 10:41:00,10,2025-03-16 12:28:00,P91350,XS,1,Westtribune,TKT-AJX001-1149,BC481482646,3099932F,Delivered,,Pending,,1,114,14,4
151,2025-03-16,lars.visser@email.nl,Lars,Visser,J,8,Beveiliging,18:00,22:00,1,2025-03-16 18:50:00,Validate,1,1,1,3,2025-03-16 08:20:00,1,2025-03-16 10:01:00,P69251,M,1,Zuidtribune,TKT-AJX001-1150,BC315066828,7AD51F70,Delivered,,OK,,0,121,5,40
152,2025-03-16,eva.mulder@email.nl,Eva,Mulder,H,7,Steward,18:00,22:00,0,2025-03-16 18:08:00,Validate,3,0,1,9,2025-03-16 07:48:00,1,2025-03-16 12:53:00,P10540,XXL,1,Persbox,TKT-AJX001-1151,BC561075177,0E71E4D3,Delivered,,Error,,0,125,13,33
153,2025-03-16,julia.visser@email.nl,Julia,Visser,E,8,Coördinator,18:00,22:00,1,,Archive,2,1,1,6,2025-03-16 10:12:00,4,2025-03-16 10:42:00,P62873,XS,1,Zuidtribune,TKT-AJX001-1152,BC170101400,FC5B9C23,Delivered,,OK,,0,102,19,33
154,2025-03-16,sophie.jansen@email.nl,Sophie,Jansen,K,5,Schoonmaak,18:00,22:00,0,2025-03-16 18:16:00,Send,1,0,0,2,2025-03-16 08:46:00,8,2025-03-16 11:37:00,P26199,XL,1,Oosttribune,TKT-AJX001-1153,BC493624575,5623C7AD,Error,,OK,,0,102,10,27
155,2025-03-16,emma.mulder@email.nl,Emma,Mulder,L,3,Medisch,18:00,22:00,0,2025-03-16 18:05:00,Send,3,0,0,8,2025-03-16 07:50:00,10,2025-03-16 10:51:00,P44471,XL,1,Zuidtribune,TKT-AJX001-1154,BC658677789,FB2B549D,Opened,,Error,,1,117,30,14
156,2025-03-16,noor.bakker@email.nl,Noor,Bakker,B,2,Schoonmaak,18:00,22:00,1,,Validate,1,0,0,5,2025-03-16 09:44:00,4,2025-03-16 11:56:00,P48800,M,1,Westtribune,TKT-AJX001-1155,BC351798116,8843D5AA,Sent,Timeout bij verzenden,OK,,1,100,12,21
157,2025-03-16,eva.hendriks@email.nl,Eva,Hendriks,A,1,Beveiliging,18:00,22:00,0,2025-03-16 17:42:00,Assign,4,1,0,6,2025-03-16 10:28:00,6,2025-03-16 10:46:00,P24920,L,1,Westtribune,TKT-AJX001-1156,BC224447810,7C6C8BE5,Error,,Error,,1,106,26,27
158,2025-03-16,sophie.jansen@email.nl,Sophie,Jansen,C,2,Medisch,18:00,22:00,1,2025-03-16 18:42:00,Archive,2,1,1,10,2025-03-16 07:07:00,3,2025-03-16 12:03:00,P73979,XS,1,Westtribune,TKT-AJX001-1157,BC242283221,213BF793,Error,Timeout bij verzenden,Error,,0,103,23,34
159,2025-03-16,anouk.mulder@email.nl,Anouk,Mulder,L,10,Steward,18:00,22:00,1,2025-03-16 18:24:00,Validate,4,1,1,3,2025-03-16 10:34:00,9,2025-03-16 13:48:00,P90335,XS,1,Noordtribune,TKT-AJX001-1158,BC463247548,BC7D5DF0,Delivered,,Error,,0,133,3,32
160,2025-03-16,niels.van_den_berg@email.nl,Niels,Van den Berg,D,9,Coördinator,18:00,22:00,1,,Archive,2,0,1,8,2025-03-16 10:25:00,10,2025-03-16 11:54:00,P21536,L,1,Westtribune,TKT-AJX001-1159,BC455295629,3C7CA9D8,Opened,,Error,,0,117,4,26
161,2025-03-16,eva.de_jong@email.nl,Eva,De Jong,B,10,Schoonmaak,18:00,22:00,1,,Validate,4,1,1,1,2025-03-16 10:29:00,4,2025-03-16 13:36:00,P69566,M,1,VIP,TKT-AJX001-1160,BC698214865,0AEF1AE2,Error,,Error,,0,135,4,15
162,2025-03-16,sander.bakker@email.nl,Sander,Bakker,F,2,Steward,18:00,22:00,0,2025-03-16 18:03:00,Validate,4,0,1,10,2025-03-16 07:50:00,4,2025-03-16 10:30:00,P61497,S,1,Westtribune,TKT-AJX001-1161,BC481327572,A7B4172D,Delivered,,OK,,0,118,30,38
163,2025-03-16,emma.bos@email.nl,Emma,Bos,I,3,Medisch,18:00,22:00,0,2025-03-16 18:07:00,Send,5,1,1,9,2025-03-16 10:19:00,3,2025-03-16 12:57:00,P85832,S,1,Persbox,TKT-AJX001-1162,BC583725630,A379AC5B,Delivered,,Pending,,1,129,17,25
164,2025-03-16,eva.meijer@email.nl,Eva,Meijer,F,5,Medisch,18:00,22:00,0,,Validate,4,1,1,9,2025-03-16 09:41:00,4,2025-03-16 10:51:00,P37487,XL,1,Persbox,TKT-AJX001-1163,BC843582889,D29547FC,Opened,,Pending,,0,115,17,35
165,2025-03-16,niels.hendriks@email.nl,Niels,Hendriks,J,10,Coördinator,18:00,22:00,1,2025-03-16 18:26:00,Assign,4,0,0,1,2025-03-16 08:37:00,3,2025-03-16 10:13:00,P97851,XS,1,Zuidtribune,TKT-AJX001-1164,BC223915446,779422EA,Opened,,OK,,1,122,5,4
166,2025-03-16,julia.van_den_berg@email.nl,Julia,Van den Berg,H,2,Schoonmaak,18:00,22:00,0,,Archive,2,1,0,7,2025-03-16 08:39:00,7,2025-03-16 13:21:00,P99803,M,1,VIP,TKT-AJX001-1165,BC909165341,F89D4514,Sent,Timeout bij verzenden,Error,,1,134,27,15
167,2025-03-16,fleur.bos@email.nl,Fleur,Bos,D,4,Catering,18:00,22:00,1,2025-03-16 17:22:00,Send,2,0,0,7,2025-03-16 07:10:00,7,2025-03-16 11:11:00,P82954,M,1,Zuidtribune,TKT-AJX001-1166,BC731773948,0FB4ED37,Delivered,,Error,Kaart niet herkend,1,134,23,10
168,2025-03-16,lotte.visser@email.nl,Lotte,Visser,K,10,Coördinator,18:00,22:00,1,,Archive,5,1,0,6,2025-03-16 09:14:00,4,2025-03-16 10:47:00,P78236,XS,1,VIP,TKT-AJX001-1167,BC446421355,AA2EC51A,Delivered,,Pending,,1,138,8,14
169,2025-03-16,niels.bakker@email.nl,Niels,Bakker,J,9,Medisch,18:00,22:00,0,,Send,3,1,0,10,2025-03-16 10:55:00,10,2025-03-16 11:02:00,P15226,XXL,1,Oosttribune,TKT-AJX001-1168,BC487403718,90297DD9,Error,,OK,,1,118,1,34
170,2025-03-16,fleur.van_dijk@email.nl,Fleur,Van Dijk,A,5,Coördinator,18:00,22:00,0,2025-03-16 17:41:00,Send,1,0,0,2,2025-03-16 07:53:00,4,2025-03-16 13:41:00,P99837,L,1,Noordtribune,TKT-AJX001-1169,BC962017907,A009FF4A,Delivered,,Pending,,1,132,21,5
171,2025-03-16,lars.de_jong@email.nl,Lars,De Jong,B,1,Beveiliging,18:00,22:00,1,,Send,5,0,1,7,2025-03-16 08:39:00,8,2025-03-16 12:41:00,P63011,L,1,Oosttribune,TKT-AJX001-1170,BC593089342,BB6A951F,Sent,,OK,,0,121,25,38
172,2025-03-16,lotte.hendriks@email.nl,Lotte,Hendriks,B,5,Coördinator,18:00,22:00,1,2025-03-16 18:17:00,Send,3,1,1,7,2025-03-16 10:30:00,1,2025-03-16 12:01:00,P30489,XL,1,Zuidtribune,TKT-AJX001-1171,BC177942327,4E0162E9,Delivered,,Pending,,0,122,10,24
